judge_name,assigned_country,role,segment_category,pdf_name,program,competition,officials_table_link,results_pdf_link,clean_judge_name
Ms. Saodat NUMANOVA,UZB,Judge No.8,Free Skating|Men,ede66bb71a_gprus2017_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG002OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Men_FS_Scores.pdf,Saodat NUMANOVA
Ms. Veronique VERRUE,FRA,Judge No.9,Free Skating|Men,ede66bb71a_gprus2017_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG002OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Men_FS_Scores.pdf,Veronique VERRUE
Ms. Elena FOMINA,RUS,Judge No.1,Free Skating|Pairs,895181b776_gprus2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_FS_Scores.pdf,Elena FOMINA
Ms. Lynne DEY,CAN,Judge No.2,Free Skating|Pairs,895181b776_gprus2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_FS_Scores.pdf,Lynne DEY
Ms. So Young AN,KOR,Judge No.3,Free Skating|Pairs,895181b776_gprus2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_FS_Scores.pdf,So Young AN
Ms. Anna KANTOR,ISR,Judge No.4,Free Skating|Pairs,895181b776_gprus2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_FS_Scores.pdf,Anna KANTOR
Ms. Agita ABELE,LAT,Judge No.5,Free Skating|Pairs,895181b776_gprus2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_FS_Scores.pdf,Agita ABELE
Ms. Etsuko AZUMA,JPN,Judge No.6,Free Skating|Pairs,895181b776_gprus2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_FS_Scores.pdf,Etsuko AZUMA
Mr. Paolo PIZZOCARI,ITA,Judge No.7,Free Skating|Pairs,895181b776_gprus2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_FS_Scores.pdf,Paolo PIZZOCARI
Ms. Lorrie PARKER,USA,Judge No.8,Free Skating|Pairs,895181b776_gprus2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_FS_Scores.pdf,Lorrie PARKER
Mr. Richard KOSINA,CZE,Judge No.9,Free Skating|Pairs,895181b776_gprus2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_FS_Scores.pdf,Richard KOSINA
Mr. Alexandre GOROJDANOV,BLR,Judge No.1,Short Dance|Ice Dance,c108a22975_gprus2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_IceDance_SD_Scores.pdf,Alexandre GOROJDANOV
Ms. Ece ESEN,TUR,Judge No.2,Short Dance|Ice Dance,c108a22975_gprus2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_IceDance_SD_Scores.pdf,Ece ESEN
Ms. Maira ABASOVA,RUS,Judge No.3,Short Dance|Ice Dance,c108a22975_gprus2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_IceDance_SD_Scores.pdf,Maira ABASOVA
Ms. Jezabel DABOUIS,FRA,Judge No.4,Short Dance|Ice Dance,c108a22975_gprus2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_IceDance_SD_Scores.pdf,Jezabel DABOUIS
Ms. Karen BUTCHER,CAN,Judge No.5,Short Dance|Ice Dance,c108a22975_gprus2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_IceDance_SD_Scores.pdf,Karen BUTCHER
Mr. John MILLIER,USA,Judge No.6,Short Dance|Ice Dance,c108a22975_gprus2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_IceDance_SD_Scores.pdf,John MILLIER
Ms. Simona SPALLUTO,ITA,Judge No.7,Short Dance|Ice Dance,c108a22975_gprus2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_IceDance_SD_Scores.pdf,Simona SPALLUTO
Mr. Richard KOSINA,CZE,Judge No.8,Short Dance|Ice Dance,c108a22975_gprus2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_IceDance_SD_Scores.pdf,Richard KOSINA
Ms. Anna KANTOR,ISR,Judge No.9,Short Dance|Ice Dance,c108a22975_gprus2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_IceDance_SD_Scores.pdf,Anna KANTOR
Ms. Julia ANDREEVA,RUS,Judge No.1,Short Program|Ladies,7bee5e0e85_gprus2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Ladies_SP_Scores.pdf,Julia ANDREEVA
Ms. Lorrie PARKER,USA,Judge No.2,Short Program|Ladies,7bee5e0e85_gprus2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Ladies_SP_Scores.pdf,Lorrie PARKER
Ms. So Young AN,KOR,Judge No.3,Short Program|Ladies,7bee5e0e85_gprus2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Ladies_SP_Scores.pdf,So Young AN
Ms. Veronique VERRUE,FRA,Judge No.4,Short Program|Ladies,7bee5e0e85_gprus2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Ladies_SP_Scores.pdf,Veronique VERRUE
Ms. Saodat NUMANOVA,UZB,Judge No.5,Short Program|Ladies,7bee5e0e85_gprus2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Ladies_SP_Scores.pdf,Saodat NUMANOVA
Ms. Karen BUTCHER,CAN,Judge No.6,Short Program|Ladies,7bee5e0e85_gprus2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Ladies_SP_Scores.pdf,Karen BUTCHER
Mr. Alexandre GOROJDANOV,BLR,Judge No.7,Short Program|Ladies,7bee5e0e85_gprus2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Ladies_SP_Scores.pdf,Alexandre GOROJDANOV
Mr. Yuri GUSKOV,KAZ,Judge No.8,Short Program|Ladies,7bee5e0e85_gprus2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Ladies_SP_Scores.pdf,Yuri GUSKOV
Mr. Paolo PIZZOCARI,ITA,Judge No.9,Short Program|Ladies,7bee5e0e85_gprus2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Ladies_SP_Scores.pdf,Paolo PIZZOCARI
Ms. Agita ABELE,LAT,Judge No.1,Short Program|Men,97c57084e4_gprus2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Men_SP_Scores.pdf,Agita ABELE
Ms. Tatiana SHARKINA,RUS,Judge No.2,Short Program|Men,97c57084e4_gprus2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Men_SP_Scores.pdf,Tatiana SHARKINA
Ms. Etsuko AZUMA,JPN,Judge No.3,Short Program|Men,97c57084e4_gprus2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Men_SP_Scores.pdf,Etsuko AZUMA
Mr. Yuri GUSKOV,KAZ,Judge No.4,Short Program|Men,97c57084e4_gprus2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Men_SP_Scores.pdf,Yuri GUSKOV
Ms. Anna KANTOR,ISR,Judge No.5,Short Program|Men,97c57084e4_gprus2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Men_SP_Scores.pdf,Anna KANTOR
Ms. Lorrie PARKER,USA,Judge No.6,Short Program|Men,97c57084e4_gprus2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Men_SP_Scores.pdf,Lorrie PARKER
Ms. Lynne DEY,CAN,Judge No.7,Short Program|Men,97c57084e4_gprus2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Men_SP_Scores.pdf,Lynne DEY
Ms. Saodat NUMANOVA,UZB,Judge No.8,Short Program|Men,97c57084e4_gprus2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Men_SP_Scores.pdf,Saodat NUMANOVA
Ms. Veronique VERRUE,FRA,Judge No.9,Short Program|Men,97c57084e4_gprus2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Men_SP_Scores.pdf,Veronique VERRUE
Ms. Elena FOMINA,RUS,Judge No.1,Short Program|Pairs,2f25931e36_gprus2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_SP_Scores.pdf,Elena FOMINA
Ms. Lynne DEY,CAN,Judge No.2,Short Program|Pairs,2f25931e36_gprus2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_SP_Scores.pdf,Lynne DEY
Ms. So Young AN,KOR,Judge No.3,Short Program|Pairs,2f25931e36_gprus2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_SP_Scores.pdf,So Young AN
Ms. Anna KANTOR,ISR,Judge No.4,Short Program|Pairs,2f25931e36_gprus2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_SP_Scores.pdf,Anna KANTOR
Ms. Agita ABELE,LAT,Judge No.5,Short Program|Pairs,2f25931e36_gprus2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_SP_Scores.pdf,Agita ABELE
Ms. Etsuko AZUMA,JPN,Judge No.6,Short Program|Pairs,2f25931e36_gprus2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_SP_Scores.pdf,Etsuko AZUMA
Mr. Paolo PIZZOCARI,ITA,Judge No.7,Short Program|Pairs,2f25931e36_gprus2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_SP_Scores.pdf,Paolo PIZZOCARI
Ms. Lorrie PARKER,USA,Judge No.8,Short Program|Pairs,2f25931e36_gprus2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_SP_Scores.pdf,Lorrie PARKER
Mr. Richard KOSINA,CZE,Judge No.9,Short Program|Pairs,2f25931e36_gprus2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Rostelecom Cup 2017,http://www.isuresults.com/results/season1718/gprus2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gprus2017/gprus2017_Pairs_SP_Scores.pdf,Richard KOSINA
Mr. Alexei BELETSKI,ISR,Judge No.1,Free Dance|Ice Dance,ea672acfec_gpfra2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_FD_Scores.pdf,Alexei BELETSKI
Ms. Christine HURTH,FRA,Judge No.2,Free Dance|Ice Dance,ea672acfec_gpfra2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_FD_Scores.pdf,Christine HURTH
Mr. Alexandre GOROJDANOV,BLR,Judge No.3,Free Dance|Ice Dance,ea672acfec_gpfra2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_FD_Scores.pdf,Alexandre GOROJDANOV
Mr. Richard KOSINA,CZE,Judge No.4,Free Dance|Ice Dance,ea672acfec_gpfra2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_FD_Scores.pdf,Richard KOSINA
Mr. Yuri GUSKOV,KAZ,Judge No.5,Free Dance|Ice Dance,ea672acfec_gpfra2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_FD_Scores.pdf,Yuri GUSKOV
Mr. John MILLIER,USA,Judge No.6,Free Dance|Ice Dance,ea672acfec_gpfra2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_FD_Scores.pdf,John MILLIER
Ms. Elena LISOVA,UKR,Judge No.7,Free Dance|Ice Dance,ea672acfec_gpfra2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_FD_Scores.pdf,Elena LISOVA
Ms. Lolita LABUNSKAIYA,RUS,Judge No.8,Free Dance|Ice Dance,ea672acfec_gpfra2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_FD_Scores.pdf,Lolita LABUNSKAIYA
Ms. Jodi ABBOTT,CAN,Judge No.9,Free Dance|Ice Dance,ea672acfec_gpfra2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_FD_Scores.pdf,Jodi ABBOTT
Ms. Dagmar LURZ-PROTT,GER,Judge No.1,Free Skating|Ladies,59d8e3bafb_gpfra2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_FS_Scores.pdf,Dagmar LURZ-PROTT
Ms. Christiane MÌÎÌRTH,AUT,Judge No.2,Free Skating|Ladies,59d8e3bafb_gpfra2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_FS_Scores.pdf,Christiane MOERTH
Ms. So Young AN,KOR,Judge No.3,Free Skating|Ladies,59d8e3bafb_gpfra2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_FS_Scores.pdf,So Young AN
Ms. Masako KUBOTA,JPN,Judge No.4,Free Skating|Ladies,59d8e3bafb_gpfra2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_FS_Scores.pdf,Masako KUBOTA
Ms. Veronique VERRUE,FRA,Judge No.5,Free Skating|Ladies,59d8e3bafb_gpfra2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_FS_Scores.pdf,Veronique VERRUE
Ms. Lolita LABUNSKAIYA,RUS,Judge No.6,Free Skating|Ladies,59d8e3bafb_gpfra2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_FS_Scores.pdf,Lolita LABUNSKAIYA
Ms. Jodi ABBOTT,CAN,Judge No.7,Free Skating|Ladies,59d8e3bafb_gpfra2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_FS_Scores.pdf,Jodi ABBOTT
Mr. Steve WINKLER,USA,Judge No.8,Free Skating|Ladies,59d8e3bafb_gpfra2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_FS_Scores.pdf,Steve WINKLER
Mr. Richard KOSINA,CZE,Judge No.9,Free Skating|Ladies,59d8e3bafb_gpfra2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_FS_Scores.pdf,Richard KOSINA
Ms. Francoise DE RAPPARD,BEL,Judge No.1,Free Skating|Men,fba23f568f_gpfra2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_FS_Scores.pdf,Francoise DE RAPPARD
Ms. Masako KUBOTA,JPN,Judge No.2,Free Skating|Men,fba23f568f_gpfra2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_FS_Scores.pdf,Masako KUBOTA
Mr. Yuri GUSKOV,KAZ,Judge No.3,Free Skating|Men,fba23f568f_gpfra2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_FS_Scores.pdf,Yuri GUSKOV
Ms. Saodat NUMANOVA,UZB,Judge No.4,Free Skating|Men,fba23f568f_gpfra2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_FS_Scores.pdf,Saodat NUMANOVA
Ms. Elisabeth LOUESDON,FRA,Judge No.5,Free Skating|Men,fba23f568f_gpfra2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_FS_Scores.pdf,Elisabeth LOUESDON
Mr. Daniel DELFA,ESP,Judge No.6,Free Skating|Men,fba23f568f_gpfra2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_FS_Scores.pdf,Daniel DELFA
Mr. Massimo ORLANDINI,ITA,Judge No.7,Free Skating|Men,fba23f568f_gpfra2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_FS_Scores.pdf,Massimo ORLANDINI
Ms. Olga KOZHEMIAKINA,RUS,Judge No.8,Free Skating|Men,fba23f568f_gpfra2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_FS_Scores.pdf,Olga KOZHEMIAKINA
Mr. Steve WINKLER,USA,Judge No.9,Free Skating|Men,fba23f568f_gpfra2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_FS_Scores.pdf,Steve WINKLER
Ms. So Young AN,KOR,Judge No.1,Free Skating|Pairs,df7b2905b9_gpfra2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_FS_Scores.pdf,So Young AN
