judge_name,assigned_country,role,segment_category,pdf_name,program,competition,officials_table_link,results_pdf_link,clean_judge_name
Ms. Jodi ABBOTT,CAN,Judge No.2,Free Dance|Ice Dance,17be5970bb_gpusa2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG008OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_FD_Scores.pdf,Jodi ABBOTT
Ms. Marta OLOZAGARRE,ESP,Judge No.3,Free Dance|Ice Dance,17be5970bb_gpusa2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG008OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_FD_Scores.pdf,Marta OLOZAGARRE
Ms. Isabella MICHELI,ITA,Judge No.4,Free Dance|Ice Dance,17be5970bb_gpusa2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG008OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_FD_Scores.pdf,Isabella MICHELI
Ms. Julia ANDREEVA,RUS,Judge No.5,Free Dance|Ice Dance,17be5970bb_gpusa2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG008OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_FD_Scores.pdf,Julia ANDREEVA
Mr. Alexei BELETSKI,ISR,Judge No.6,Free Dance|Ice Dance,17be5970bb_gpusa2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG008OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_FD_Scores.pdf,Alexei BELETSKI
Ms. Sharon ROGERS,USA,Judge No.7,Free Dance|Ice Dance,17be5970bb_gpusa2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG008OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_FD_Scores.pdf,Sharon ROGERS
Ms. Akiko KOBAYASHI,JPN,Judge No.8,Free Dance|Ice Dance,17be5970bb_gpusa2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG008OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_FD_Scores.pdf,Akiko KOBAYASHI
Ms. Weiguang CHEN,CHN,Judge No.9,Free Dance|Ice Dance,17be5970bb_gpusa2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG008OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_FD_Scores.pdf,Weiguang CHEN
Mr. Jeff LUKASIK,CAN,Judge No.1,Free Skating|Ladies,6318adcb47_gpusa2017_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG004OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_FS_Scores.pdf,Jeff LUKASIK
Mr. Robert ROSENBLUTH,USA,Judge No.2,Free Skating|Ladies,6318adcb47_gpusa2017_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG004OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_FS_Scores.pdf,Robert ROSENBLUTH
Ms. Akiko KOBAYASHI,JPN,Judge No.3,Free Skating|Ladies,6318adcb47_gpusa2017_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG004OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_FS_Scores.pdf,Akiko KOBAYASHI
Ms. Julia ANDREEVA,RUS,Judge No.4,Free Skating|Ladies,6318adcb47_gpusa2017_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG004OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_FS_Scores.pdf,Julia ANDREEVA
Ms. Guangying QIN,CHN,Judge No.5,Free Skating|Ladies,6318adcb47_gpusa2017_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG004OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_FS_Scores.pdf,Guangying QIN
Ms. Sasha MARTINEZ,MEX,Judge No.6,Free Skating|Ladies,6318adcb47_gpusa2017_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG004OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_FS_Scores.pdf,Sasha MARTINEZ
Ms. So Young AN,KOR,Judge No.7,Free Skating|Ladies,6318adcb47_gpusa2017_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG004OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_FS_Scores.pdf,So Young AN
Ms. Adriana DOMANSKA,SVK,Judge No.8,Free Skating|Ladies,6318adcb47_gpusa2017_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG004OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_FS_Scores.pdf,Adriana DOMANSKA
Ms. Marta OLOZAGARRE,ESP,Judge No.9,Free Skating|Ladies,6318adcb47_gpusa2017_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG004OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_FS_Scores.pdf,Marta OLOZAGARRE
Mr. Alexei BELETSKI,ISR,Judge No.1,Free Skating|Men,01738660ec_gpusa2017_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG002OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_FS_Scores.pdf,Alexei BELETSKI
Ms. So Young AN,KOR,Judge No.2,Free Skating|Men,01738660ec_gpusa2017_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG002OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_FS_Scores.pdf,So Young AN
Ms. Weiguang CHEN,CHN,Judge No.3,Free Skating|Men,01738660ec_gpusa2017_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG002OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_FS_Scores.pdf,Weiguang CHEN
Ms. Elke TREITZ,GER,Judge No.4,Free Skating|Men,01738660ec_gpusa2017_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG002OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_FS_Scores.pdf,Elke TREITZ
Ms. Yoko KUNO,JPN,Judge No.5,Free Skating|Men,01738660ec_gpusa2017_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG002OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_FS_Scores.pdf,Yoko KUNO
Ms. Sasha MARTINEZ,MEX,Judge No.6,Free Skating|Men,01738660ec_gpusa2017_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG002OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_FS_Scores.pdf,Sasha MARTINEZ
Mr. Sviatoslav BABENKO,RUS,Judge No.7,Free Skating|Men,01738660ec_gpusa2017_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG002OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_FS_Scores.pdf,Sviatoslav BABENKO
Ms. Wendy ENZMANN,USA,Judge No.8,Free Skating|Men,01738660ec_gpusa2017_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG002OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_FS_Scores.pdf,Wendy ENZMANN
Ms. Jodi ABBOTT,CAN,Judge No.9,Free Skating|Men,01738660ec_gpusa2017_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG002OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_FS_Scores.pdf,Jodi ABBOTT
Mr. Sviatoslav BABENKO,RUS,Judge No.1,Free Skating|Pairs,b1a0550737_gpusa2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_FS_Scores.pdf,Sviatoslav BABENKO
Ms. Marta OLOZAGARRE,ESP,Judge No.2,Free Skating|Pairs,b1a0550737_gpusa2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_FS_Scores.pdf,Marta OLOZAGARRE
Ms. Laimute KRAUZIENE,LTU,Judge No.3,Free Skating|Pairs,b1a0550737_gpusa2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_FS_Scores.pdf,Laimute KRAUZIENE
Mr. Jeff LUKASIK,CAN,Judge No.4,Free Skating|Pairs,b1a0550737_gpusa2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_FS_Scores.pdf,Jeff LUKASIK
Ms. Tamie K. CAMPBELL,USA,Judge No.5,Free Skating|Pairs,b1a0550737_gpusa2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_FS_Scores.pdf,Tamie K. CAMPBELL
Ms. Elke TREITZ,GER,Judge No.6,Free Skating|Pairs,b1a0550737_gpusa2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_FS_Scores.pdf,Elke TREITZ
Ms. Guangying QIN,CHN,Judge No.7,Free Skating|Pairs,b1a0550737_gpusa2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_FS_Scores.pdf,Guangying QIN
Ms. Adriana DOMANSKA,SVK,Judge No.8,Free Skating|Pairs,b1a0550737_gpusa2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_FS_Scores.pdf,Adriana DOMANSKA
Ms. Yoko KUNO,JPN,Judge No.9,Free Skating|Pairs,b1a0550737_gpusa2017_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG006OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_FS_Scores.pdf,Yoko KUNO
Ms. Laimute KRAUZIENE,LTU,Judge No.1,Short Dance|Ice Dance,6fc3226607_gpusa2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_SD_Scores.pdf,Laimute KRAUZIENE
Ms. Jodi ABBOTT,CAN,Judge No.2,Short Dance|Ice Dance,6fc3226607_gpusa2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_SD_Scores.pdf,Jodi ABBOTT
Ms. Marta OLOZAGARRE,ESP,Judge No.3,Short Dance|Ice Dance,6fc3226607_gpusa2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_SD_Scores.pdf,Marta OLOZAGARRE
Ms. Isabella MICHELI,ITA,Judge No.4,Short Dance|Ice Dance,6fc3226607_gpusa2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_SD_Scores.pdf,Isabella MICHELI
Ms. Julia ANDREEVA,RUS,Judge No.5,Short Dance|Ice Dance,6fc3226607_gpusa2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_SD_Scores.pdf,Julia ANDREEVA
Mr. Alexei BELETSKI,ISR,Judge No.6,Short Dance|Ice Dance,6fc3226607_gpusa2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_SD_Scores.pdf,Alexei BELETSKI
Ms. Sharon ROGERS,USA,Judge No.7,Short Dance|Ice Dance,6fc3226607_gpusa2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_SD_Scores.pdf,Sharon ROGERS
Ms. Akiko KOBAYASHI,JPN,Judge No.8,Short Dance|Ice Dance,6fc3226607_gpusa2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_SD_Scores.pdf,Akiko KOBAYASHI
Ms. Weiguang CHEN,CHN,Judge No.9,Short Dance|Ice Dance,6fc3226607_gpusa2017_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG007OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_IceDance_SD_Scores.pdf,Weiguang CHEN
Mr. Jeff LUKASIK,CAN,Judge No.1,Short Program|Ladies,ff8fa4879f_gpusa2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_SP_Scores.pdf,Jeff LUKASIK
Mr. Robert ROSENBLUTH,USA,Judge No.2,Short Program|Ladies,ff8fa4879f_gpusa2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_SP_Scores.pdf,Robert ROSENBLUTH
Ms. Akiko KOBAYASHI,JPN,Judge No.3,Short Program|Ladies,ff8fa4879f_gpusa2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_SP_Scores.pdf,Akiko KOBAYASHI
Ms. Julia ANDREEVA,RUS,Judge No.4,Short Program|Ladies,ff8fa4879f_gpusa2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_SP_Scores.pdf,Julia ANDREEVA
Ms. Guangying QIN,CHN,Judge No.5,Short Program|Ladies,ff8fa4879f_gpusa2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_SP_Scores.pdf,Guangying QIN
Ms. Sasha MARTINEZ,MEX,Judge No.6,Short Program|Ladies,ff8fa4879f_gpusa2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_SP_Scores.pdf,Sasha MARTINEZ
Ms. So Young AN,KOR,Judge No.7,Short Program|Ladies,ff8fa4879f_gpusa2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_SP_Scores.pdf,So Young AN
Ms. Adriana DOMANSKA,SVK,Judge No.8,Short Program|Ladies,ff8fa4879f_gpusa2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_SP_Scores.pdf,Adriana DOMANSKA
Ms. Marta OLOZAGARRE,ESP,Judge No.9,Short Program|Ladies,ff8fa4879f_gpusa2017_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG003OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Ladies_SP_Scores.pdf,Marta OLOZAGARRE
Mr. Alexei BELETSKI,ISR,Judge No.1,Short Program|Men,4a14748a5b_gpusa2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_SP_Scores.pdf,Alexei BELETSKI
Ms. So Young AN,KOR,Judge No.2,Short Program|Men,4a14748a5b_gpusa2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_SP_Scores.pdf,So Young AN
Ms. Weiguang CHEN,CHN,Judge No.3,Short Program|Men,4a14748a5b_gpusa2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_SP_Scores.pdf,Weiguang CHEN
Ms. Elke TREITZ,GER,Judge No.4,Short Program|Men,4a14748a5b_gpusa2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_SP_Scores.pdf,Elke TREITZ
Ms. Yoko KUNO,JPN,Judge No.5,Short Program|Men,4a14748a5b_gpusa2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_SP_Scores.pdf,Yoko KUNO
Ms. Sasha MARTINEZ,MEX,Judge No.6,Short Program|Men,4a14748a5b_gpusa2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_SP_Scores.pdf,Sasha MARTINEZ
Mr. Sviatoslav BABENKO,RUS,Judge No.7,Short Program|Men,4a14748a5b_gpusa2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_SP_Scores.pdf,Sviatoslav BABENKO
Ms. Wendy ENZMANN,USA,Judge No.8,Short Program|Men,4a14748a5b_gpusa2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_SP_Scores.pdf,Wendy ENZMANN
Ms. Jodi ABBOTT,CAN,Judge No.9,Short Program|Men,4a14748a5b_gpusa2017_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG001OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Men_SP_Scores.pdf,Jodi ABBOTT
Mr. Sviatoslav BABENKO,RUS,Judge No.1,Short Program|Pairs,247573a8f3_gpusa2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_SP_Scores.pdf,Sviatoslav BABENKO
Ms. Marta OLOZAGARRE,ESP,Judge No.2,Short Program|Pairs,247573a8f3_gpusa2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_SP_Scores.pdf,Marta OLOZAGARRE
Ms. Laimute KRAUZIENE,LTU,Judge No.3,Short Program|Pairs,247573a8f3_gpusa2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_SP_Scores.pdf,Laimute KRAUZIENE
Mr. Jeff LUKASIK,CAN,Judge No.4,Short Program|Pairs,247573a8f3_gpusa2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_SP_Scores.pdf,Jeff LUKASIK
Ms. Tamie K. CAMPBELL,USA,Judge No.5,Short Program|Pairs,247573a8f3_gpusa2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_SP_Scores.pdf,Tamie K. CAMPBELL
Ms. Elke TREITZ,GER,Judge No.6,Short Program|Pairs,247573a8f3_gpusa2017_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP 2017 Bridgestone Skate America,http://www.isuresults.com/results/season1718/gpusa2017/SEG005OF.HTM,http://www.isuresults.com/results/season1718/gpusa2017/gpusa2017_Pairs_SP_Scores.pdf,Elke TREITZ
